Day,Hour,Weekend,Weather,Temperature,Humidity,Cloudiness,Event,Holiday,Festival,Season,Offer,Footfall,CrowdDensity,Ratings,Cuisine,Traffic,Parking,ParkingDistance_m,NearbyAttractions,AirQuality_AQI,User_Max_Crowd,User_Noise_Tolerance,User_Preferred_Temp,User_Preferred_Humidity,User_Accessibility,User_Seating,Comfort
Monday,20,0,Rainy,25.2,61.4,Overcast,1,0,0,Winter,0,52,High,4.0,SouthIndian,Low,Limited,152.4,None,57,58,Medium,27.3,51.3,Yes,Window,Overloaded
Tuesday,18,0,Normal,32.7,42.1,Cloudy,0,1,0,Summer,0,41,High,4.4,Cafe,Medium,Available,152.8,Cinema,142,35,Low,22.4,40.6,No,Outdoor,Noisy
Monday,21,0,Normal,29.3,72.2,Partly Cloudy,0,1,0,Summer,0,43,High,4.8,Chinese,Low,Limited,109.5,Mall,149,47,Low,22.2,42.6,No,Booth,Noisy
Monday,12,0,Normal,32.2,47.7,Overcast,1,1,0,Monsoon,0,35,Medium,5.0,FastFood,High,Available,87.5,None,147,52,High,23.2,61.7,Yes,Window,Noisy
Sunday,17,1,Normal,30.6,32.4,Sunny,0,0,0,Winter,0,33,Medium,3.7,FastFood,Low,Available,105.6,Office,134,40,Medium,28.9,36.7,No,Booth,Comfortable
Wednesday,8,0,Normal,24.5,59.8,Partly Cloudy,0,0,1,Summer,0,22,Medium,4.1,FastFood,Medium,Full,104.9,School,166,52,High,23.4,55.6,No,Indoor,Comfortable
Monday,20,0,Hot,29.2,42.5,Sunny,1,0,0,Summer,0,46,High,4.5,Bakery,Low,Available,162.9,School,195,50,Medium,23.0,62.2,Yes,Outdoor,Noisy
Friday,20,0,Normal,21.3,86.0,Sunny,0,0,0,Summer,1,35,Medium,4.5,Bakery,Low,Limited,49.3,Park,59,13,Medium,24.5,65.0,Yes,Window,Noisy
Tuesday,10,0,Normal,22.0,49.8,Partly Cloudy,1,1,0,Monsoon,0,33,Medium,3.6,Cafe,High,Available,124.0,None,57,27,Medium,24.6,43.1,Yes,Window,Noisy
Wednesday,15,0,Cloudy,21.8,30.2,Sunny,0,0,0,Monsoon,1,28,Medium,4.9,FastFood,Low,Available,79.8,Mall,81,12,Low,27.3,36.8,No,Window,Moderate
Saturday,16,1,Rainy,24.6,70.3,Overcast,1,0,1,Summer,1,49,High,3.8,FastFood,Medium,Available,66.7,Cinema,92,47,Medium,29.6,63.4,Yes,Outdoor,Noisy
Thursday,18,0,Normal,22.7,84.4,Overcast,1,0,0,Summer,1,41,High,4.6,FastFood,Low,Available,124.8,None,121,32,Medium,23.0,69.5,Yes,Booth,Overloaded
Tuesday,15,0,Rainy,30.4,80.1,Partly Cloudy,0,1,0,Summer,0,42,High,4.7,SouthIndian,Low,Available,88.4,School,188,24,High,22.2,36.6,No,Outdoor,Overloaded
Friday,22,0,Normal,27.7,70.1,Cloudy,0,0,0,Monsoon,0,42,High,4.8,Cafe,Low,Available,81.4,School,95,55,Low,24.4,35.6,No,Booth,Noisy
Tuesday,12,0,Normal,26.3,38.9,Sunny,0,0,1,Monsoon,1,35,Medium,4.8,Chinese,Medium,Available,81.0,School,137,17,Low,29.7,48.3,Yes,Indoor,Moderate
Saturday,10,1,Normal,22.1,35.4,Partly Cloudy,0,0,0,Summer,0,32,Medium,4.2,FastFood,Low,Full,69.8,Office,145,26,High,27.5,45.9,No,Window,Noisy
Friday,17,0,Rainy,25.8,60.7,Sunny,0,0,0,Monsoon,1,43,High,4.0,FastFood,Low,Limited,47.8,Mall,118,60,Low,23.0,41.6,No,Booth,Noisy
Friday,14,0,Normal,22.8,73.4,Partly Cloudy,0,0,0,Summer,1,26,Medium,4.1,Chinese,Medium,Available,13.0,Cinema,114,15,Low,29.3,54.1,Yes,Outdoor,Moderate
Thursday,18,0,Normal,29.5,36.1,Sunny,0,1,0,Monsoon,0,39,Medium,4.3,Italian,Medium,Available,92.8,Office,96,60,Medium,28.1,32.4,No,Outdoor,Comfortable
Tuesday,21,0,Rainy,30.4,45.4,Cloudy,0,0,0,Summer,0,41,High,4.8,Bakery,Low,Limited,131.3,Cinema,184,47,Medium,26.2,63.6,Yes,Booth,Overloaded
Sunday,15,1,Normal,29.7,43.9,Partly Cloudy,0,0,0,Monsoon,0,37,Medium,3.9,Cafe,Medium,Limited,38.0,None,150,37,Low,27.0,37.2,No,Window,Moderate
Thursday,9,0,Overcast,35.0,89.3,Overcast,0,0,0,Summer,1,28,Medium,4.8,SouthIndian,High,Available,174.4,Cinema,167,17,High,22.7,51.4,No,Indoor,Overloaded
Sunday,15,1,Normal,28.3,47.8,Cloudy,0,1,0,Monsoon,1,38,Medium,4.0,FastFood,Medium,Available,160.2,Cinema,150,32,High,29.9,40.1,Yes,Indoor,Moderate
Thursday,13,0,Rainy,27.3,57.9,Overcast,0,1,0,Winter,1,41,High,4.3,Bakery,Low,Available,152.4,Park,100,37,Low,29.3,50.8,No,Indoor,Noisy
Tuesday,14,0,Rainy,22.1,36.0,Cloudy,0,0,0,Summer,0,31,Medium,3.7,Cafe,Low,Available,133.3,School,85,12,High,23.6,60.8,No,Window,Moderate
Monday,13,0,Overcast,24.7,40.5,Overcast,0,1,0,Summer,1,35,Medium,4.0,SouthIndian,Low,Available,67.4,Park,140,41,Low,23.6,30.0,Yes,Outdoor,Moderate
Monday,13,0,Rainy,26.8,32.4,Cloudy,0,0,0,Winter,1,35,Medium,4.1,Italian,Low,Available,56.5,Cinema,125,45,Low,27.0,65.1,Yes,Window,Moderate
Saturday,18,1,Normal,20.8,47.4,Sunny,1,1,0,Monsoon,0,50,High,4.9,Chinese,High,Available,13.1,Mall,97,51,High,24.8,52.9,No,Window,Overloaded
Thursday,9,0,Normal,25.4,78.1,Overcast,0,0,1,Monsoon,0,31,Medium,4.2,SouthIndian,High,Full,53.1,Office,113,25,Medium,23.2,37.6,Yes,Booth,Overloaded
Wednesday,21,0,Rainy,20.1,48.8,Sunny,0,0,0,Monsoon,0,41,High,3.6,Chinese,Medium,Limited,93.4,Office,84,21,Low,28.2,56.6,Yes,Window,Overloaded
Thursday,10,0,Overcast,22.0,74.3,Partly Cloudy,0,0,0,Winter,0,23,Medium,4.9,FastFood,Medium,Limited,102.5,School,186,41,High,23.4,31.6,No,Outdoor,Moderate
Thursday,13,0,Normal,32.2,35.7,Sunny,0,0,0,Monsoon,1,24,Medium,4.8,SouthIndian,Low,Available,98.6,Cinema,197,28,Medium,27.8,49.3,Yes,Indoor,Moderate
Thursday,14,0,Normal,34.5,75.5,Overcast,0,0,0,Summer,1,27,Medium,4.3,Chinese,High,Available,98.4,Cinema,118,53,Medium,26.8,56.7,No,Booth,Overloaded
Sunday,19,1,Hot,27.6,32.8,Cloudy,0,1,1,Summer,0,56,High,4.0,SouthIndian,Low,Available,177.7,Mall,150,54,Medium,23.5,51.6,No,Window,Noisy
Saturday,15,1,Normal,27.4,81.1,Sunny,0,1,0,Monsoon,0,37,Medium,4.3,SouthIndian,Low,Full,98.0,School,106,45,Low,27.8,39.5,Yes,Outdoor,Overloaded
Monday,12,0,Hot,30.3,69.8,Cloudy,0,0,0,Summer,1,21,Medium,3.7,Chinese,Low,Available,89.0,Park,99,45,Medium,28.8,53.8,No,Window,Moderate
Saturday,18,1,Rainy,26.2,40.2,Partly Cloudy,0,1,0,Summer,0,54,High,4.6,FastFood,Low,Limited,19.8,Park,189,24,Low,28.3,48.9,No,Indoor,Overloaded
Saturday,14,1,Hot,32.6,51.5,Partly Cloudy,1,0,0,Winter,0,35,Medium,4.7,Cafe,Medium,Available,190.1,Mall,196,31,Low,24.8,63.3,No,Indoor,Moderate
Saturday,21,1,Hot,27.3,56.3,Overcast,0,0,0,Winter,1,43,High,3.6,SouthIndian,High,Limited,180.4,Cinema,76,56,Low,27.8,59.7,No,Outdoor,Overloaded
Monday,20,0,Normal,21.2,67.3,Cloudy,1,0,0,Winter,1,38,Medium,3.9,FastFood,Low,Available,185.3,Park,137,34,Medium,29.7,34.2,No,Booth,Moderate
Monday,16,0,Normal,20.5,82.7,Sunny,1,1,0,Winter,0,38,Medium,4.2,Bakery,Low,Available,66.1,Park,153,32,Medium,24.8,43.9,Yes,Indoor,Noisy
Thursday,8,0,Rainy,31.4,35.6,Sunny,0,0,0,Summer,0,26,Medium,4.6,FastFood,Medium,Available,20.1,Mall,92,16,Low,29.1,69.4,Yes,Window,Moderate
Saturday,15,1,Hot,24.4,78.9,Partly Cloudy,0,1,0,Summer,1,44,High,4.9,SouthIndian,Low,Limited,98.4,Mall,116,59,High,27.3,39.5,No,Booth,Overloaded
Wednesday,9,0,Normal,24.1,41.0,Cloudy,0,0,0,Monsoon,0,19,Low,3.5,Bakery,High,Limited,83.4,Cinema,70,39,Low,23.7,36.0,Yes,Indoor,Comfortable
Sunday,13,1,Hot,28.1,54.0,Cloudy,1,0,0,Monsoon,0,35,Medium,4.8,Bakery,Low,Available,134.2,Mall,133,47,High,23.9,68.4,No,Window,Moderate
Sunday,12,1,Normal,22.5,87.7,Partly Cloudy,0,0,0,Monsoon,1,28,Medium,3.9,Chinese,High,Limited,92.3,Mall,97,52,High,23.4,61.5,No,Booth,Overloaded
Monday,13,0,Rainy,26.9,46.3,Sunny,0,0,0,Winter,1,35,Medium,4.4,Chinese,High,Full,123.7,None,186,52,Medium,27.1,66.6,No,Booth,Overloaded
Tuesday,9,0,Rainy,31.1,53.1,Partly Cloudy,1,1,0,Winter,0,35,Medium,4.0,SouthIndian,Low,Available,77.4,School,136,51,High,28.2,31.9,No,Indoor,Moderate
Tuesday,20,0,Hot,31.5,81.0,Cloudy,0,0,0,Winter,0,37,Medium,4.9,Italian,Low,Limited,107.4,Office,173,35,Medium,25.5,38.5,No,Window,Noisy
Tuesday,14,0,Normal,28.2,78.0,Sunny,1,0,0,Summer,0,31,Medium,3.6,SouthIndian,Medium,Available,100.7,Park,95,21,Low,27.6,57.2,No,Outdoor,Noisy
Friday,21,0,Hot,21.7,68.9,Partly Cloudy,1,0,0,Summer,1,42,High,4.8,Italian,Medium,Available,187.5,School,137,28,Low,23.5,58.8,No,Booth,Noisy
Thursday,16,0,Normal,21.7,77.8,Cloudy,0,0,0,Winter,1,31,Medium,4.1,Cafe,Low,Available,175.0,None,149,50,Low,26.2,60.4,Yes,Window,Noisy
Tuesday,21,0,Normal,31.6,36.8,Cloudy,0,0,0,Winter,1,41,High,3.5,Bakery,Low,Limited,101.1,School,92,12,Medium,26.9,46.1,Yes,Window,Noisy
Thursday,8,0,Normal,32.3,71.8,Overcast,0,0,1,Monsoon,1,30,Medium,4.1,SouthIndian,High,Limited,77.0,Mall,197,48,High,22.0,53.7,Yes,Outdoor,Noisy
Tuesday,18,0,Normal,25.5,33.5,Overcast,1,0,0,Summer,1,36,Medium,4.2,Chinese,Low,Limited,46.8,School,93,36,High,24.9,64.8,Yes,Booth,Moderate
Wednesday,21,0,Normal,32.3,86.5,Partly Cloudy,0,0,0,Summer,0,43,High,3.8,Chinese,High,Available,185.2,None,153,54,High,25.8,53.9,No,Indoor,Overloaded
Thursday,16,0,Cloudy,20.6,39.6,Sunny,1,0,0,Winter,1,41,High,4.1,Italian,Low,Limited,41.5,Cinema,200,50,Low,27.5,55.8,Yes,Booth,Noisy
Tuesday,15,0,Rainy,30.8,55.0,Sunny,0,0,0,Summer,1,38,Medium,4.5,Cafe,Low,Limited,198.5,School,106,28,Low,29.2,30.7,Yes,Booth,Moderate
Sunday,14,1,Overcast,28.2,65.4,Overcast,0,0,0,Winter,1,36,Medium,4.3,FastFood,High,Available,37.7,Cinema,106,49,High,28.7,68.7,No,Indoor,Comfortable
Monday,8,0,Rainy,34.8,78.1,Cloudy,1,0,1,Summer,1,39,Medium,4.5,Italian,High,Limited,145.1,Office,137,34,Medium,28.3,44.3,Yes,Booth,Overloaded
Thursday,11,0,Normal,21.5,70.7,Overcast,0,0,0,Winter,0,19,Low,3.5,FastFood,Medium,Available,61.2,Park,185,34,High,23.8,41.7,No,Window,Calm
Sunday,16,1,Hot,32.5,40.9,Partly Cloudy,0,0,0,Winter,0,42,High,4.6,FastFood,Low,Available,14.7,Park,144,44,Medium,23.8,52.3,No,Booth,Noisy
Sunday,13,1,Normal,31.3,52.8,Overcast,0,0,0,Summer,0,34,Medium,4.9,Bakery,Medium,Full,51.6,Cinema,76,25,Low,25.4,60.7,No,Window,Noisy
Sunday,17,1,Normal,24.5,51.5,Sunny,0,0,0,Summer,1,38,Medium,4.9,Bakery,Medium,Available,109.0,Mall,107,56,Low,26.1,37.7,Yes,Booth,Moderate
Friday,20,0,Hot,35.0,31.7,Partly Cloudy,0,0,1,Monsoon,0,43,High,4.6,Bakery,Low,Limited,14.6,Office,179,26,Low,29.8,47.5,Yes,Booth,Noisy
Monday,15,0,Cloudy,26.7,71.1,Sunny,0,0,1,Summer,1,31,Medium,4.0,Italian,Low,Limited,86.6,Park,77,49,Medium,25.8,51.7,Yes,Outdoor,Moderate
Monday,18,0,Normal,25.2,80.3,Partly Cloudy,0,0,1,Summer,0,40,High,4.7,Cafe,High,Available,161.7,Office,193,37,Low,22.7,63.8,No,Booth,Overloaded
Saturday,15,1,Normal,32.3,88.4,Cloudy,0,0,0,Summer,0,34,Medium,3.9,Italian,Low,Available,97.5,School,150,11,Medium,22.4,69.6,No,Outdoor,Noisy
Friday,20,0,Normal,26.6,37.8,Overcast,1,0,0,Monsoon,0,43,High,4.6,Italian,Medium,Limited,128.1,Cinema,144,27,High,29.8,47.3,Yes,Booth,Noisy
Sunday,8,1,Cloudy,34.9,85.2,Sunny,0,1,0,Summer,1,27,Medium,3.8,SouthIndian,Low,Available,64.1,Office,143,38,Medium,22.4,52.8,No,Indoor,Noisy
Monday,11,0,Hot,31.6,36.8,Partly Cloudy,0,0,0,Summer,0,25,Medium,3.5,Cafe,Medium,Limited,19.7,School,56,42,Low,23.5,50.1,Yes,Window,Moderate
Monday,12,0,Cloudy,23.6,54.7,Overcast,0,0,1,Summer,1,26,Medium,4.6,Chinese,Medium,Available,108.2,School,175,29,Medium,26.9,49.2,No,Window,Moderate
Sunday,16,1,Normal,32.2,32.8,Sunny,1,0,0,Winter,0,44,High,4.4,FastFood,Low,Available,33.4,None,182,19,Low,28.3,58.8,No,Indoor,Noisy
Sunday,10,1,Overcast,28.8,45.7,Cloudy,0,0,0,Winter,0,33,Medium,4.8,FastFood,Medium,Limited,93.3,Mall,117,14,Low,23.0,30.8,No,Window,Moderate
Tuesday,22,0,Normal,25.3,48.9,Partly Cloudy,0,0,0,Summer,0,42,High,4.7,SouthIndian,High,Available,102.6,School,148,38,Medium,26.0,34.7,Yes,Indoor,Overloaded
Tuesday,12,0,Normal,30.7,72.3,Sunny,0,0,0,Monsoon,0,30,Medium,4.9,FastFood,Low,Full,155.1,School,193,10,High,23.3,48.9,Yes,Indoor,Noisy
Thursday,15,0,Cloudy,29.5,70.7,Sunny,0,0,0,Monsoon,1,34,Medium,4.6,Cafe,Low,Available,16.9,Office,133,19,High,28.8,46.6,Yes,Outdoor,Moderate
Thursday,22,0,Rainy,22.5,76.1,Cloudy,0,0,1,Monsoon,0,55,High,4.7,FastFood,Low,Available,158.1,Cinema,54,45,High,25.0,55.7,Yes,Booth,Overloaded
Thursday,19,0,Hot,22.1,64.6,Partly Cloudy,0,0,0,Summer,0,32,Medium,4.3,Bakery,High,Available,148.4,Park,132,31,Low,22.8,31.4,No,Booth,Noisy
Tuesday,15,0,Hot,23.1,63.9,Overcast,0,0,0,Summer,1,28,Medium,4.9,SouthIndian,Low,Available,117.6,None,174,16,Low,25.9,34.5,No,Outdoor,Moderate
Sunday,9,1,Normal,23.1,88.7,Sunny,1,0,0,Monsoon,0,34,Medium,4.9,Cafe,Low,Available,22.8,Mall,123,34,Low,23.2,60.0,No,Indoor,Noisy
Thursday,8,0,Rainy,20.9,70.2,Partly Cloudy,0,0,0,Winter,0,23,Medium,3.9,Bakery,Low,Available,193.9,Cinema,116,19,High,22.8,47.1,No,Indoor,Moderate
Monday,18,0,Hot,25.3,50.3,Partly Cloudy,0,0,0,Winter,0,31,Medium,5.0,SouthIndian,Low,Full,187.3,None,107,20,Medium,27.2,65.5,Yes,Window,Noisy
Tuesday,17,0,Rainy,24.2,61.4,Cloudy,0,0,0,Winter,0,33,Medium,4.3,Chinese,High,Limited,81.8,Mall,51,32,Low,29.6,34.9,No,Window,Noisy
Thursday,20,0,Normal,28.1,72.0,Sunny,0,0,0,Monsoon,1,33,Medium,4.1,FastFood,Low,Full,135.5,None,99,47,High,29.8,39.2,No,Indoor,Noisy
Monday,11,0,Normal,24.9,35.7,Overcast,0,1,0,Monsoon,0,30,Medium,4.6,SouthIndian,Low,Available,93.6,Park,128,58,Low,23.8,66.8,Yes,Booth,Moderate
Thursday,19,0,Rainy,30.6,69.7,Sunny,0,1,0,Winter,0,45,High,4.7,FastFood,Low,Limited,147.3,Mall,80,25,Medium,29.7,42.1,Yes,Booth,Overloaded
Wednesday,10,0,Normal,24.3,44.9,Sunny,1,1,0,Monsoon,0,31,Medium,3.9,Bakery,Medium,Available,60.8,Park,181,50,Low,27.4,68.8,No,Indoor,Moderate
Sunday,12,1,Rainy,24.0,50.7,Overcast,0,0,0,Monsoon,1,34,Medium,4.9,Bakery,Low,Available,37.0,Office,197,36,High,27.1,35.3,No,Window,Moderate
Sunday,16,1,Normal,32.9,70.6,Partly Cloudy,0,1,1,Winter,0,52,High,4.2,SouthIndian,High,Limited,183.8,Office,69,27,Low,23.5,53.8,No,Outdoor,Overloaded
Thursday,8,0,Rainy,34.8,53.1,Sunny,1,1,0,Monsoon,1,32,Medium,5.0,Chinese,Medium,Available,27.7,Park,78,44,Medium,22.7,31.7,Yes,Window,Moderate
Wednesday,16,0,Normal,30.2,80.3,Partly Cloudy,0,0,0,Summer,0,29,Medium,3.9,SouthIndian,Medium,Available,82.9,Cinema,173,44,Low,28.9,49.4,Yes,Booth,Noisy
Thursday,14,0,Normal,21.4,63.5,Cloudy,0,0,0,Monsoon,0,30,Medium,4.9,Cafe,Medium,Available,84.9,Cinema,173,18,Medium,27.3,56.6,Yes,Booth,Moderate
Saturday,9,1,Cloudy,34.4,89.3,Partly Cloudy,0,1,0,Summer,0,36,Medium,3.9,Bakery,High,Available,18.0,Cinema,92,10,Low,28.7,68.2,No,Indoor,Overloaded
Saturday,11,1,Normal,31.8,33.3,Overcast,1,1,0,Summer,0,36,Medium,4.5,SouthIndian,Medium,Full,67.6,Park,62,42,High,25.5,52.3,Yes,Window,Noisy
Sunday,21,1,Overcast,33.8,68.6,Overcast,0,0,0,Winter,0,46,High,3.9,FastFood,Low,Limited,191.2,Cinema,100,46,Low,27.7,67.2,Yes,Indoor,Overloaded
Friday,22,0,Normal,34.9,39.4,Cloudy,0,0,0,Winter,0,43,High,5.0,FastFood,Low,Available,47.0,School,183,60,High,24.1,62.7,Yes,Outdoor,Noisy
Saturday,9,1,Overcast,33.0,80.9,Partly Cloudy,1,0,0,Monsoon,0,38,Medium,4.7,SouthIndian,Medium,Available,118.2,Mall,135,59,Medium,28.9,45.0,No,Outdoor,Noisy
Saturday,15,1,Cloudy,21.9,81.1,Sunny,0,0,0,Monsoon,0,37,Medium,3.9,Chinese,Medium,Limited,89.3,Cinema,198,24,Low,28.2,42.0,Yes,Booth,Noisy
Thursday,9,0,Normal,33.0,82.2,Cloudy,0,0,0,Summer,0,23,Medium,4.4,Italian,High,Limited,166.9,None,110,27,Medium,25.8,31.5,Yes,Window,Overloaded
Tuesday,18,0,Rainy,23.7,34.5,Overcast,1,0,0,Winter,1,43,High,3.6,Cafe,Low,Available,38.8,Cinema,118,44,Low,24.6,35.7,No,Booth,Overloaded
Tuesday,21,0,Normal,30.7,59.5,Partly Cloudy,0,0,0,Winter,0,37,Medium,3.9,SouthIndian,High,Available,113.9,Office,59,35,High,28.0,61.1,Yes,Outdoor,Noisy
Wednesday,10,0,Hot,32.4,44.5,Overcast,0,0,0,Monsoon,0,19,Low,3.9,Cafe,Low,Available,58.5,Office,72,44,Low,23.0,34.7,No,Outdoor,Calm
Tuesday,15,0,Rainy,31.4,88.2,Sunny,0,1,0,Summer,0,41,High,3.9,Bakery,Low,Available,184.1,Mall,143,54,Low,23.7,66.4,Yes,Indoor,Overloaded
Monday,22,0,Overcast,30.1,33.0,Cloudy,0,0,0,Summer,0,49,High,4.5,Chinese,Low,Available,10.1,Mall,103,42,Low,29.8,54.5,No,Booth,Overloaded
Friday,19,0,Normal,27.3,43.4,Cloudy,1,0,0,Winter,0,36,Medium,4.7,Chinese,Low,Available,22.6,School,150,24,Low,23.7,47.4,No,Booth,Moderate
Saturday,12,1,Rainy,28.7,68.6,Overcast,1,0,0,Monsoon,0,42,High,3.5,Cafe,Low,Available,173.2,Mall,128,49,Medium,27.5,49.1,Yes,Booth,Noisy
Friday,16,0,Hot,24.0,54.2,Cloudy,0,1,0,Monsoon,0,38,Medium,4.0,Chinese,Low,Available,60.4,Mall,72,12,Low,23.2,42.6,Yes,Outdoor,Moderate
Monday,19,0,Normal,26.2,44.1,Partly Cloudy,0,0,0,Monsoon,0,35,Medium,4.5,SouthIndian,Medium,Available,101.7,Park,133,37,Medium,29.6,47.0,No,Indoor,Moderate
Saturday,12,1,Normal,26.8,57.5,Partly Cloudy,1,0,1,Monsoon,0,43,High,4.8,Cafe,Low,Available,22.6,School,125,18,High,29.4,37.1,No,Booth,Noisy
Wednesday,14,0,Hot,29.5,78.1,Overcast,0,0,0,Winter,0,24,Medium,4.8,FastFood,Low,Full,99.0,Cinema,166,26,Medium,26.1,67.6,Yes,Booth,Overloaded
Monday,21,0,Normal,33.2,56.9,Overcast,0,0,0,Winter,0,41,High,4.2,Bakery,Medium,Available,196.4,Mall,77,35,High,27.1,37.2,No,Indoor,Noisy
Monday,15,0,Normal,21.4,81.4,Cloudy,0,0,0,Monsoon,0,25,Medium,3.5,FastFood,Low,Available,185.7,Cinema,133,40,Low,28.0,54.4,No,Outdoor,Noisy
Friday,15,0,Rainy,27.7,56.8,Overcast,0,1,0,Monsoon,0,38,Medium,3.5,Italian,Low,Available,103.8,Cinema,133,19,Low,24.3,43.3,No,Outdoor,Moderate
Thursday,11,0,Rainy,24.2,37.1,Partly Cloudy,1,0,0,Winter,0,37,Medium,3.6,Italian,Medium,Limited,25.2,None,101,58,Medium,30.0,38.6,Yes,Outdoor,Moderate
Friday,15,0,Rainy,34.0,59.8,Sunny,0,0,0,Summer,0,35,Medium,4.0,SouthIndian,Medium,Available,97.3,Mall,77,43,Medium,24.8,55.4,No,Booth,Moderate
Sunday,16,1,Cloudy,25.5,69.2,Partly Cloudy,0,0,0,Winter,0,32,Medium,4.5,Chinese,Medium,Full,180.9,School,105,38,High,29.9,56.4,Yes,Booth,Noisy
Friday,10,0,Normal,34.3,36.2,Cloudy,1,0,0,Monsoon,1,26,Medium,4.3,SouthIndian,Low,Available,127.2,None,94,48,High,28.9,47.6,Yes,Booth,Moderate
Tuesday,14,0,Hot,24.9,54.7,Overcast,0,1,0,Monsoon,0,35,Medium,4.1,Cafe,Low,Full,196.1,None,143,46,Low,26.5,31.2,Yes,Window,Noisy
Monday,11,0,Rainy,20.0,63.4,Overcast,0,0,1,Summer,0,29,Medium,4.4,SouthIndian,Medium,Available,171.6,School,104,14,High,27.7,50.0,Yes,Indoor,Moderate
Friday,22,0,Rainy,31.6,30.0,Overcast,0,1,0,Winter,1,51,High,3.6,Chinese,Medium,Full,191.6,None,157,37,High,27.3,49.2,Yes,Indoor,Overloaded
Monday,17,0,Normal,31.0,35.5,Cloudy,0,0,0,Monsoon,0,37,Medium,4.8,Chinese,Low,Available,59.0,Office,171,11,Medium,27.5,45.6,Yes,Booth,Moderate
Sunday,16,1,Rainy,31.0,66.3,Sunny,0,0,0,Monsoon,0,42,High,4.3,SouthIndian,Low,Available,116.1,Cinema,184,49,High,28.9,51.6,No,Booth,Noisy
Tuesday,19,0,Normal,26.9,67.1,Cloudy,0,0,0,Winter,0,33,Medium,4.9,SouthIndian,Medium,Available,178.9,Park,74,14,High,23.4,57.4,No,Window,Moderate
Monday,22,0,Normal,30.0,48.3,Partly Cloudy,0,0,0,Summer,0,45,High,4.2,Cafe,High,Available,164.7,Park,110,15,Medium,29.7,43.0,Yes,Outdoor,Overloaded
Friday,10,0,Hot,25.4,60.5,Sunny,0,0,0,Monsoon,1,26,Medium,3.9,Bakery,Low,Available,72.8,Office,159,29,High,25.2,53.9,No,Window,Moderate
Monday,21,0,Normal,20.9,42.4,Overcast,0,0,0,Summer,0,38,Medium,4.7,SouthIndian,High,Full,136.3,Cinema,164,14,Medium,25.0,54.0,Yes,Indoor,Overloaded
Saturday,9,1,Normal,28.0,70.3,Partly Cloudy,1,0,0,Summer,0,28,Medium,3.9,Bakery,Low,Limited,110.1,Office,131,23,Low,28.6,43.1,Yes,Booth,Moderate
Sunday,12,1,Rainy,23.3,87.0,Overcast,0,0,0,Winter,0,41,High,4.2,Chinese,Medium,Available,136.9,Park,61,17,High,26.9,33.9,Yes,Booth,Overloaded
Tuesday,20,0,Normal,26.4,51.8,Sunny,0,1,0,Monsoon,0,42,High,3.8,Chinese,Low,Available,168.7,None,54,47,Low,29.9,63.0,Yes,Outdoor,Noisy
Thursday,20,0,Normal,23.2,33.3,Cloudy,0,0,0,Winter,1,34,Medium,3.8,Cafe,Medium,Available,122.1,Office,118,58,High,23.7,39.3,Yes,Booth,Moderate
Monday,21,0,Normal,24.0,43.4,Partly Cloudy,0,0,0,Monsoon,1,34,Medium,4.8,Italian,Medium,Available,139.7,Cinema,88,56,High,27.2,39.0,No,Outdoor,Moderate
Friday,14,0,Overcast,32.4,57.3,Cloudy,0,0,0,Monsoon,0,39,Medium,4.5,SouthIndian,Medium,Limited,163.2,None,77,25,Medium,29.2,30.2,Yes,Window,Moderate
Tuesday,13,0,Normal,25.1,63.6,Partly Cloudy,0,0,0,Winter,0,29,Medium,3.8,Italian,Low,Limited,157.9,Mall,122,32,Medium,23.9,63.2,No,Outdoor,Comfortable
Friday,22,0,Cloudy,28.7,67.2,Overcast,0,0,0,Winter,0,40,High,4.5,Bakery,Medium,Available,56.6,Park,72,52,High,29.2,68.8,No,Booth,Comfortable
Friday,20,0,Normal,28.5,58.4,Overcast,0,0,0,Winter,0,33,Medium,3.8,SouthIndian,Low,Available,164.8,School,59,58,High,28.3,41.5,Yes,Booth,Moderate
Monday,16,0,Normal,27.3,69.4,Cloudy,0,0,0,Monsoon,0,29,Medium,4.3,Chinese,Low,Available,92.4,Office,140,48,High,25.8,59.1,Yes,Indoor,Moderate
Friday,12,0,Cloudy,25.2,73.0,Overcast,0,0,0,Monsoon,0,28,Medium,4.2,Bakery,Medium,Available,61.7,Office,95,50,Low,28.4,38.7,No,Window,Moderate
Monday,21,0,Normal,30.2,36.8,Sunny,0,0,0,Summer,0,38,Medium,4.0,Italian,High,Limited,188.6,None,166,20,Medium,22.5,36.6,Yes,Window,Noisy
Thursday,8,0,Cloudy,20.7,75.6,Sunny,0,0,0,Summer,1,15,Low,4.3,Bakery,Low,Limited,67.1,Mall,148,23,Medium,27.2,63.2,Yes,Indoor,Moderate
Saturday,12,1,Normal,21.5,43.3,Sunny,0,0,0,Summer,1,36,Medium,3.8,Cafe,Low,Limited,194.8,Office,185,55,Low,26.3,66.0,No,Window,Moderate
Friday,19,0,Normal,31.8,50.5,Sunny,0,0,0,Monsoon,0,41,High,4.9,FastFood,Low,Available,198.3,None,81,36,High,24.2,32.3,Yes,Outdoor,Noisy
Friday,12,0,Rainy,26.9,79.8,Partly Cloudy,1,0,0,Monsoon,1,37,Medium,5.0,SouthIndian,Low,Full,19.7,Park,184,16,Medium,27.5,59.6,Yes,Outdoor,Overloaded
